gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,group
PVT1,0.952687762,-0.321639527,0.9,0.814,1,NO
KIF13A,0.060871538,-0.321645324,0.929,0.929,1,NO
ERC1,0.289189751,-0.321665258,0.957,0.986,1,NO
EPHA3,0.352841832,-0.321707088,0.843,0.843,1,NO
SHROOM2,0.277254878,-0.321928095,0.729,0.714,1,NO
SNORA45B,0.417400757,-0.321928095,0.086,0.143,1,NO
EIF3CL,0.45504759,-0.321928095,0.186,0.257,1,NO
SNORA84,0.527112104,-0.321928095,0.243,0.3,1,NO
KRT8P13,0.816134062,-0.321928095,0.1,0.1,1,NO
ADAM8,NA,-0.321928095,0.329,0.143,NA,NO
ATP1B1P1,NA,-0.321928095,0.114,0.086,NA,NO
VSTM1,NA,-0.321928095,0.129,0.2,NA,NO
SNORD81,0.133947713,-0.321928095,0.3,0.314,1,NO
ZNF354C,0.922547044,-0.321928095,0.386,0.257,1,NO
GATA6,NA,-0.321928095,0.057,0.114,NA,NO
GPC1,0.240926089,-0.32204958,0.943,0.9,1,NO
CAMK2G,0.647048385,-0.322111749,0.9,0.829,1,NO
TSHZ1,0.645718361,-0.322141653,0.7,0.571,1,NO
ERV3-1,0.634066395,-0.322401809,0.643,0.443,1,NO
PAK4,0.268635107,-0.322440507,0.571,0.557,1,NO
TTC12,0.550524713,-0.322497093,0.5,0.386,1,NO
TIAM2,0.216133507,-0.322614552,0.943,0.929,1,NO
RAB2A,0.23939861,-0.322684687,0.971,0.943,1,NO
TMEM131,0.410630048,-0.322925662,0.971,0.986,1,NO
HIPK1-AS1,NA,-0.322933107,0.229,0.143,NA,NO
GTF2IRD2B,0.64784504,-0.322940157,0.786,0.8,1,NO
MDP1,NA,-0.323077195,0.471,0.229,NA,NO
ENPP7P2,0.310681444,-0.323343196,0.629,0.643,1,NO
GTF2IP1,0.322356822,-0.323614472,0.6,0.686,1,NO
FAM172A,0.030257873,-0.324302592,0.986,0.971,1,NO
ZNF184,0.337993768,-0.324316883,0.843,0.843,1,NO
LRRC37A2,0.335711828,-0.32443495,0.443,0.357,1,NO
RPL39P17,NA,-0.324525206,0.1,0.1,NA,NO
KLF7,0.560211795,-0.324609143,0.871,0.686,1,NO
ZFP82,0.251708958,-0.324754139,0.5,0.657,1,NO
PNISR,0.2998887,-0.324813311,1,0.971,1,NO
ADAM5,0.421802177,-0.32483132,0.357,0.229,1,NO
CAMK1,0.140209453,-0.324872705,0.914,0.886,1,NO
PINK1,0.927799775,-0.324879398,0.771,0.614,1,NO
DDN,0.463809305,-0.324930583,0.714,0.5,1,NO
ADGRB3,0.002915279,-0.324980234,0.986,1,1,NO
RELL2,0.604497096,-0.325095374,0.371,0.286,1,NO
MIR7978,0.78621249,-0.325095374,0.529,0.443,1,NO
RUFY4,NA,-0.325095374,0.086,0.1,NA,NO
AGAP10P,0.518972357,-0.325240829,0.143,0.2,1,NO
THEM5,NA,-0.325318684,0.2,0.114,NA,NO
XKR6,0.417793468,-0.325575872,0.986,0.929,1,NO
FAM173B,NA,-0.325575872,0.443,0.457,NA,NO
ASPDH,0.637005297,-0.325638414,0.314,0.257,1,NO
FBXO27,0.54366957,-0.325670497,0.6,0.629,1,NO
GABRB1,0.10882014,-0.325801792,0.971,0.971,1,NO
C11orf97,0.967196305,-0.325875279,0.1,0.186,1,NO
ATXN7L2,0.539586193,-0.325890768,0.386,0.471,1,NO
RNA5SP155,0.71483379,-0.325986311,0.014,0.129,1,NO
C11orf74,0.560693182,-0.326024723,0.529,0.414,1,NO
PYCRL,NA,-0.326073773,0.271,0.243,NA,NO
CCDC110,0.567727813,-0.326079738,0.414,0.4,1,NO
ASTN1,0.191459788,-0.32621606,0.929,0.929,1,NO
FBXO10,0.095229173,-0.326370089,0.757,0.814,1,NO
FRMD8,0.355937101,-0.326383153,0.7,0.586,1,NO
HSPA8P1,0.230694876,-0.326500825,0.357,0.4,1,NO
ACVR1B,0.378559084,-0.326547679,0.757,0.729,1,NO
GLRB,0.56221528,-0.326774272,0.857,0.843,1,NO
ANKRD19P,0.615255824,-0.326825383,0.771,0.671,1,NO
METTL15,0.654842665,-0.3268465,0.814,0.8,1,NO
HGH1,NA,-0.326877311,0.171,0.114,NA,NO
ZGRF1,0.808445227,-0.326911502,0.757,0.643,1,NO
TLE3,0.796839618,-0.327047384,0.7,0.671,1,NO
KANSL2,0.050934945,-0.327054111,0.843,0.757,1,NO
GYG2,NA,-0.327164743,0.214,0.229,NA,NO
RAB35,0.293141589,-0.327294605,0.9,0.757,1,NO
NLRP5,NA,-0.327294605,0.314,0.314,NA,NO
GTPBP2,0.08994116,-0.327348371,0.6,0.529,1,NO
KRI1,0.957365153,-0.32739834,0.557,0.443,1,NO
MRPS27,0.985436016,-0.327517588,0.771,0.729,1,NO
BUB1B,0.980752454,-0.32752597,0.443,0.329,1,NO
TMEM233,NA,-0.327574658,0.3,0.157,NA,NO
ZNF490,NA,-0.327770663,0.343,0.414,NA,NO
B4GALT2,0.997125927,-0.32778298,0.629,0.457,1,NO
CACNG7,0.475196177,-0.327963742,0.686,0.714,1,NO
SNAPC3,0.207656781,-0.328024612,0.771,0.671,1,NO
SYCE1L,0.943072914,-0.328054198,0.543,0.386,1,NO
PPP1R12C,NA,-0.328252065,0.957,0.871,NA,NO
PPP2R2B,0.112627138,-0.328287044,0.943,0.986,1,NO
RAB24,0.60110984,-0.328316423,0.929,0.771,1,NO
ZNF844,NA,-0.328383117,0.386,0.414,NA,NO
TAF13,0.686744568,-0.328441402,0.429,0.286,1,NO
RABEPK,0.990781925,-0.328466705,0.757,0.6,1,NO
COL20A1,NA,-0.328500749,0.286,0.171,NA,NO
BDP1,0.156713029,-0.328543341,1,0.986,1,NO
FTOP1,0.708672062,-0.328622747,0.114,0.114,1,NO
GDAP1,0.504337468,-0.328809835,0.986,0.9,1,NO
C1orf95,0.258802869,-0.328856572,0.7,0.571,1,NO
MRPL44,0.886352558,-0.328864142,0.414,0.314,1,NO
PSMG1,NA,-0.328948523,0.614,0.429,NA,NO
JAM3,0.448881466,-0.329120335,0.886,0.9,1,NO
DLGAP1,0.030584252,-0.329166868,1,1,1,NO
ITFG1-AS1,NA,-0.329307625,0.143,0.129,NA,NO
POLR2J3,0.370282375,-0.3293839,0.971,0.957,1,NO
FHL1,0.065860239,-0.329486055,1,0.971,1,NO
MYO5C,0.646596497,-0.329655457,0.771,0.657,1,NO
PLEKHA4,NA,-0.329705445,0.357,0.314,NA,NO
LINC-PINT,0.117430604,-0.329778756,1,0.986,1,NO
RPS10-NUDT3,0.94643288,-0.329790213,0.643,0.543,1,NO
ME3,0.700110389,-0.3298318,0.914,0.886,1,NO
DPY19L2P1,0.20705054,-0.329850747,0.986,0.957,1,NO
HSPD1,0.032934663,-0.330024969,0.943,0.929,1,NO
FAM21A,0.435346137,-0.33011528,0.871,0.857,1,NO
HCG16,0.246825996,-0.330148602,0.143,0.143,1,NO
CCDC181,0.136069355,-0.330303706,0.757,0.729,1,NO
METTL3,0.762599546,-0.330307761,0.743,0.629,1,NO
IFT172,0.313158026,-0.330335827,0.886,0.757,1,NO
DUSP28,0.661360213,-0.330389674,0.657,0.571,1,NO
SFI1,0.144367078,-0.330470609,0.971,0.957,1,NO
SPATA2L,0.802509962,-0.330595435,0.829,0.657,1,NO
USP50,NA,-0.330824495,0.657,0.486,NA,NO
NSMCE4A,NA,-0.331151983,0.514,0.371,NA,NO
EME2,0.498604117,-0.331205908,0.114,0.143,1,NO
NEDD1,NA,-0.331205908,0.329,0.157,NA,NO
NUDT13,0.685608289,-0.331468862,0.8,0.714,1,NO
TFB1M,0.788782768,-0.331607505,0.586,0.586,1,NO
PPT2,0.498742209,-0.331843564,0.329,0.271,1,NO
MOAP1,0.099243481,-0.332038759,0.886,0.843,1,NO
SLC24A4,0.179414691,-0.332101608,0.9,0.829,1,NO
EPHX2,NA,-0.332338929,0.271,0.214,NA,NO
SGOL1P1,0.821364947,-0.332403539,0.329,0.186,1,NO
R3HDM2,0.11570947,-0.332447371,0.986,1,1,NO
DNASE1,0.981043151,-0.332486287,0.7,0.586,1,NO
EXOC3,0.847230525,-0.332575339,0.8,0.7,1,NO
CSTF3-AS1,NA,-0.332575339,0.1,0.086,NA,NO
RPS27P9,NA,-0.332575339,0.157,0.071,NA,NO
SGCD,NA,-0.33269687,0.857,0.871,NA,NO
HK3,0.7269376,-0.332775477,0.571,0.414,1,NO
MTMR7,0.25122368,-0.332893745,0.9,0.843,1,NO
PACRG-AS1,0.831952218,-0.332983283,0.1,0.114,1,NO
RNF4,0.660192473,-0.333021925,0.771,0.714,1,NO
EXOC2,0.272102153,-0.333044127,0.929,0.843,1,NO
MESDC2,0.37432969,-0.333101697,0.814,0.757,1,NO
SATB2,0.314540038,-0.333120168,0.957,0.943,1,NO
GPR161,NA,-0.33329435,0.457,0.371,NA,NO
RGPD1,0.310905212,-0.333322849,0.571,0.657,1,NO
NEDD4L,0.061779368,-0.333331809,0.986,1,1,NO
CAMK1D,0.583410844,-0.333476684,1,1,1,NO
NDUFS2,0.767736582,-0.333737397,0.9,0.786,1,NO
MEP1A,NA,-0.333737397,0.114,0.1,NA,NO
QRICH1,0.656686099,-0.333812997,0.971,0.986,1,NO
SNORD104,0.266895763,-0.333900737,0.2,0.257,1,NO
ST6GAL2,0.419463086,-0.334019644,0.843,0.829,1,NO
CLCN1,NA,-0.334068658,0.243,0.214,NA,NO
NEUROD1,0.231494781,-0.334234354,0.657,0.7,1,NO
UNC5A,0.420045518,-0.3342573,0.971,0.886,1,NO
SLIT2,0.095340228,-0.334356443,0.957,0.886,1,NO
SNTA1,0.029120355,-0.334391012,0.729,0.743,1,NO
TNXB,0.971318138,-0.334419039,0.557,0.543,1,NO
ITGA2B,0.618729278,-0.334639147,0.443,0.514,1,NO
MYOM1,NA,-0.334639147,0.329,0.343,NA,NO
GTF2H3,0.808952093,-0.334701404,0.671,0.614,1,NO
PON1,NA,-0.334900392,0.3,0.129,NA,NO
MCUR1,NA,-0.335177134,0.771,0.7,NA,NO
RABGAP1,0.038799388,-0.335251613,1,0.986,1,NO
DFNB59,0.910370206,-0.335286478,0.443,0.329,1,NO
FBXO47,NA,-0.335348611,0.257,0.171,NA,NO
TFG,0.176748269,-0.335397112,0.943,0.9,1,NO
RAB3GAP2,0.139079714,-0.33545648,0.957,0.9,1,NO
LINCR-0003,0.421429331,-0.335776401,0.557,0.529,1,NO
SETDB1,0.415314816,-0.335912324,0.657,0.6,1,NO
ABHD17B,0.747625964,-0.335934953,0.729,0.629,1,NO
BMPR2,0.155857018,-0.335998852,1,0.986,1,NO
BCL11A,0.578066232,-0.3360175,0.9,0.857,1,NO
SPEN,0.12590414,-0.336132207,0.943,0.957,1,NO
SNORD59A,0.307199634,-0.336427665,0.157,0.257,1,NO
SNORD113-5,0.758620985,-0.336427665,0.143,0.143,1,NO
DLGAP5,NA,-0.336427665,0.086,0.157,NA,NO
GPR19,0.559972039,-0.336436502,0.871,0.843,1,NO
LHX2,0.02389948,-0.336573555,0.8,0.757,1,NO
MAMDC2,0.411616042,-0.33660799,0.614,0.514,1,NO
RNF126,0.531217816,-0.336678546,0.843,0.8,1,NO
NVL,NA,-0.336745704,0.914,0.857,NA,NO
PTPDC1,0.810261573,-0.336821713,0.671,0.714,1,NO
SCARNA20,0.661604311,-0.337034987,0.057,0.1,1,NO
CD27-AS1,0.522768061,-0.33713774,0.471,0.371,1,NO
LONRF2,0.484829729,-0.337157989,0.971,0.943,1,NO
ENAH,0.107256544,-0.337177212,0.929,0.957,1,NO
FLJ20021,0.390913706,-0.337223415,0.3,0.329,1,NO
ZNF497,0.581841385,-0.337303321,0.286,0.314,1,NO
HTT-AS,NA,-0.337500899,0.329,0.286,NA,NO
CLGN,NA,-0.337652447,0.186,0.2,NA,NO
SPATA33,0.358355907,-0.337731773,0.686,0.514,1,NO
SMG1P1,0.125777276,-0.337784857,0.857,0.9,1,NO
ZNF14,0.569893577,-0.337842993,0.486,0.5,1,NO
TOM1L2,0.105312682,-0.337859443,0.929,0.886,1,NO
NMUR1,0.673659984,-0.337869639,0.029,0.129,1,NO
FAM78B,0.717078953,-0.337936737,0.786,0.714,1,NO
COG3,0.15714611,-0.338067032,0.8,0.871,1,NO
CLVS2,0.225909354,-0.338186067,0.857,0.886,1,NO
DAAM1,0.083275871,-0.338196844,0.957,0.986,1,NO
TRMU,0.784451297,-0.33824075,0.786,0.7,1,NO
PHF3,0.422371933,-0.338373605,0.971,0.757,1,NO
FAM102A,NA,-0.338376641,0.857,0.771,NA,NO
PLEKHM1,0.577255257,-0.338462974,0.871,0.829,1,NO
PLGLB1,0.08528943,-0.338524605,0.257,0.257,1,NO
UBE2B,0.087963577,-0.338587441,1,1,1,NO
ZNF778,NA,-0.338624384,0.429,0.4,NA,NO
OGDH,0.653794145,-0.338737901,0.971,0.971,1,NO
CNTNAP2,0.032856431,-0.338867548,1,1,1,NO
DDX58,0.678775864,-0.338868702,0.829,0.643,1,NO
HECW1,0.281867401,-0.338977274,0.986,0.971,1,NO
NMRAL1,NA,-0.338988989,0.729,0.614,NA,NO
NUDT21,0.589216718,-0.339041094,0.8,0.786,1,NO
PHF14,0.91212514,-0.339051569,0.957,0.914,1,NO
ITGB6,0.610578666,-0.339486466,0.171,0.214,1,NO
IGFBP3,NA,-0.339486466,0.143,0.171,NA,NO
ZBTB2,0.340974958,-0.339513906,0.686,0.657,1,NO
TANC2,0.033155683,-0.339546439,0.986,1,1,NO
SLC16A12,NA,-0.339776096,0.257,0.214,NA,NO
RNF123,0.207509446,-0.339911571,0.743,0.8,1,NO
PI4K2A,0.405948703,-0.340064892,0.886,0.843,1,NO
ZNF766,0.879760888,-0.340393289,0.586,0.529,1,NO
UBALD1,0.235646169,-0.340424439,0.7,0.657,1,NO
RNF220,0.983849783,-0.340459378,0.857,0.714,1,NO
NR2C1,0.155045902,-0.34083533,0.929,0.829,1,NO
TBC1D20,0.273317049,-0.340856761,0.871,0.843,1,NO
TYW1,0.292044372,-0.340869659,0.971,0.971,1,NO
DDB1,0.199202517,-0.340962945,0.957,0.871,1,NO
PEG3,0.293362179,-0.34112588,0.943,0.9,1,NO
GCLC,NA,-0.341202107,0.814,0.829,NA,NO
TBPL1,0.109194711,-0.341362274,0.914,0.886,1,NO
ANGPTL5,NA,-0.341380458,0.357,0.386,NA,NO
KLHDC2,0.148252467,-0.341394161,0.886,0.857,1,NO
THUMPD3-AS1,0.134592297,-0.341526465,0.957,0.871,1,NO
SAMD12,0.219907483,-0.34159794,0.929,0.929,1,NO
CITED1,0.508245402,-0.34161643,0.386,0.329,1,NO
RPL36AP7,0.805526599,-0.341788517,0.129,0.086,1,NO
ABHD2,0.138816294,-0.34185454,0.929,0.943,1,NO
EPG5,0.267604973,-0.341892447,0.9,0.886,1,NO
THRA,NA,-0.341945988,0.914,0.786,NA,NO
MPHOSPH10,0.652652836,-0.342035668,0.671,0.614,1,NO
MAMLD1,0.369462216,-0.342057237,0.871,0.8,1,NO
FBXL2,0.27516251,-0.342133938,0.857,0.843,1,NO
PHLDB3,NA,-0.342392197,0.371,0.371,NA,NO
USP48,0.845988194,-0.342427413,0.957,0.871,1,NO
REEP5,0.12580647,-0.34244936,0.957,0.914,1,NO
FARP1,0.194099988,-0.34259564,0.929,0.9,1,NO
GPR171,0.2222338,-0.342601663,0.557,0.571,1,NO
TTLL4,NA,-0.342651574,0.543,0.371,NA,NO
MYNN,0.25874354,-0.342727048,0.757,0.671,1,NO
CATSPER3,0.268831052,-0.342774283,0.571,0.529,1,NO
FGD6,0.343544289,-0.342846365,0.8,0.857,1,NO
POFUT2,0.60434539,-0.342861036,0.8,0.629,1,NO
C1orf127,NA,-0.342887714,0.171,0.157,NA,NO
SLC6A13,NA,-0.342945876,0.371,0.343,NA,NO
CDH9,0.133392857,-0.343023496,0.9,0.914,1,NO
FLJ46066,0.489429874,-0.343144581,0.1,0.071,1,NO
LAMA3,NA,-0.343144581,0.443,0.486,NA,NO
TRUB1,0.522140958,-0.343260297,0.514,0.386,1,NO
LINC00320,0.295769095,-0.343331946,0.3,0.243,1,NO
SCNN1A,NA,-0.343484238,0.157,0.1,NA,NO
PDCD7,0.409206825,-0.343571279,0.843,0.771,1,NO
ZNF444,0.879919649,-0.343619501,0.7,0.7,1,NO
LPPR4,0.09786442,-0.343748247,0.986,0.943,1,NO
ARHGAP26,0.020209598,-0.343927567,0.971,1,1,NO
SNORA75,0.542534053,-0.343954401,0.071,0.157,1,NO
RASSF7,0.48707257,-0.343954401,0.271,0.214,1,NO
DIEXF,NA,-0.343992252,0.571,0.4,NA,NO
RCBTB1,0.570466628,-0.344053757,0.571,0.443,1,NO
ZDHHC21,0.187459725,-0.344339005,0.929,0.957,1,NO
ODF2,0.529136583,-0.344526152,0.9,0.829,1,NO
CLRN1,NA,-0.344583301,0.286,0.2,NA,NO
MYO5A,0.237811529,-0.344658938,0.986,0.986,1,NO
DHX9,0.09618938,-0.344725501,0.929,0.929,1,NO
BCL2L10,0.449089872,-0.344828497,0.229,0.229,1,NO
MAGOH3P,0.746458475,-0.344828497,0.143,0.114,1,NO
THAP11,0.371500112,-0.344838488,0.571,0.371,1,NO
SCAP,0.60640662,-0.344889243,0.814,0.886,1,NO
DLG4,0.363836027,-0.344970742,0.843,0.857,1,NO
ATF1,0.489834801,-0.345001092,0.886,0.843,1,NO
TMEM179,0.367226055,-0.34504998,0.429,0.3,1,NO
TIGD7,0.526749144,-0.34504998,0.343,0.286,1,NO
SYBU,0.195107618,-0.345092809,0.971,0.971,1,NO
MAGED4,0.670549889,-0.345135486,0.029,0.1,1,NO
PTPRF,NA,-0.34535914,0.9,0.8,NA,NO
C3orf70,0.223897503,-0.345472145,0.729,0.671,1,NO
SRP68P3,0.682477671,-0.345496566,0.086,0.129,1,NO
OXA1L,0.668128296,-0.345554102,0.814,0.657,1,NO
RAI14,0.620638844,-0.345565132,0.629,0.771,1,NO
NWD2,0.380954527,-0.34560354,0.929,0.9,1,NO
TSNAX,0.895299113,-0.345793622,0.629,0.429,1,NO
CNBD2,NA,-0.345834711,0.343,0.414,NA,NO
C14orf1,0.662517703,-0.345845434,0.6,0.543,1,NO
ADD1,0.026845466,-0.345873147,0.943,0.957,1,NO
MVB12B,0.170584748,-0.34591154,0.886,0.8,1,NO
ZFYVE1,0.934276801,-0.345937487,0.8,0.757,1,NO
DAB2IP,0.395591196,-0.345987195,0.8,0.914,1,NO
CDA,NA,-0.345995855,0.143,0.2,NA,NO
KDM5B,0.025425994,-0.346072811,1,0.929,1,NO
PDHX,0.051049789,-0.346406307,0.929,0.929,1,NO
S100P,NA,-0.346450414,0.171,0.114,NA,NO
OSBPL11,NA,-0.34657415,0.614,0.571,NA,NO
UBE2Q2P6,0.581574921,-0.346650524,0.071,0.114,1,NO
ACTBP7,0.680153156,-0.346692335,0.371,0.357,1,NO
KIAA0368,0.027326764,-0.346872089,0.943,0.957,1,NO
RPS12P30,0.516205781,-0.346922474,0.157,0.1,1,NO
C19orf73,0.65302845,-0.346922474,0.114,0.1,1,NO
SRR,0.788428818,-0.34696349,0.814,0.7,1,NO
RUVBL1,0.779451083,-0.347211459,0.643,0.529,1,NO
PITRM1-AS1,0.571911828,-0.347222115,0.371,0.314,1,NO
GIGYF2,0.912917148,-0.347341806,0.986,0.9,1,NO
AK3P3,0.835169236,-0.347439421,0.2,0.2,1,NO
SLC6A20,0.969317661,-0.347567916,0.257,0.214,1,NO
SP4,0.721344395,-0.347606923,0.729,0.7,1,NO
PRPF18,0.289503728,-0.347739471,0.9,0.843,1,NO
UVRAG,0.038848667,-0.347761501,0.943,0.943,1,NO
CEP112,0.296642083,-0.347834388,0.929,0.886,1,NO
ATAD3B,NA,-0.347834388,0.829,0.829,NA,NO
CYP3A43,NA,-0.347923303,0.186,0.129,NA,NO
MARVELD2,NA,-0.347923303,0.257,0.257,NA,NO
ALDH8A1,0.952445987,-0.34803531,0.6,0.543,1,NO
POLR1A,0.738943595,-0.348178987,0.671,0.543,1,NO
SUPT7L,0.504546445,-0.348489955,0.886,0.843,1,NO
SNUPN,0.068191651,-0.348492003,0.771,0.729,1,NO
FRRS1,NA,-0.348803801,0.129,0.071,NA,NO
MDM1,0.888389057,-0.348820669,0.329,0.229,1,NO
SLC1A1,0.164682047,-0.348916273,0.871,0.857,1,NO
AGBL3,0.263944141,-0.348981835,0.743,0.7,1,NO
GNA11,0.263836573,-0.349007629,0.771,0.729,1,NO
KIAA0430,0.216994503,-0.349239831,0.743,0.7,1,NO
LZTS3,0.243772999,-0.349284258,0.943,0.886,1,NO
SNORD18A,0.629530335,-0.349334252,0.029,0.143,1,NO
KRT8P48,0.791441645,-0.349449158,0.286,0.229,1,NO
SMYD4,0.225153183,-0.349491734,0.471,0.571,1,NO
ADCY1,NA,-0.349539018,0.929,0.929,NA,NO
PLEKHB2,0.167628005,-0.349584438,0.971,0.857,1,NO
HHIPL2,NA,-0.349688788,0.186,0.186,NA,NO
CACNG3,0.025154909,-0.349691465,0.943,0.971,1,NO
GML,NA,-0.349746039,0.243,0.2,NA,NO
CCPG1,0.9035107,-0.34984316,0.986,0.857,1,NO
PRPF8,0.249058019,-0.349855916,0.943,0.843,1,NO
LINC01191,0.884898917,-0.349882156,0.3,0.214,1,NO
WNT8B,0.770290044,-0.349942471,0.129,0.1,1,NO
MAP7D2,0.610867763,-0.350022308,0.957,0.9,1,NO
GSTT2,0.600439197,-0.350497247,0.043,0.129,1,NO
TRIP11,0.417042429,-0.350622226,0.886,0.843,1,NO
SIMC1,0.003802971,-0.350650322,0.929,0.943,1,NO
NFXL1,NA,-0.350677415,0.529,0.471,NA,NO
SNHG21,0.773890098,-0.350756748,0.471,0.3,1,NO
ACSL3,0.083682911,-0.350858993,0.971,0.943,1,NO
SMARCA4,0.038467376,-0.350992617,0.943,1,1,NO
HADHAP1,NA,-0.351005328,0.229,0.1,NA,NO
IQSEC3,0.807884241,-0.351110172,0.943,0.871,1,NO
C5orf42,0.022528101,-0.351412774,0.943,0.9,1,NO
COL13A1,0.543439114,-0.351588068,0.229,0.243,1,NO
MGP,NA,-0.351743749,0.271,0.243,NA,NO
PCNPP5,NA,-0.351763324,0.186,0.129,NA,NO
METTL15P1,0.711361995,-0.351843673,0.171,0.2,1,NO
CNEP1R1,0.70164709,-0.351877213,0.543,0.343,1,NO
GPR75-ASB3,0.459887177,-0.351948964,0.5,0.486,1,NO
PPP2R5D,0.730599566,-0.351948964,0.557,0.471,1,NO
PAICS,0.30802123,-0.352082282,0.729,0.7,1,NO
EFTUD1,0.687786764,-0.352234578,0.757,0.6,1,NO
MGC57346-CRHR1,0.250196614,-0.352286059,0.729,0.714,1,NO
C4orf45,0.563797692,-0.352301744,0.7,0.729,1,NO
KIAA0319,0.419721748,-0.352356267,0.757,0.671,1,NO
FANCG,0.296472124,-0.35236277,0.486,0.257,1,NO
PPP1R14C,0.063959822,-0.352489188,0.8,0.771,1,NO
RPL32P3,0.146433849,-0.352549492,0.843,0.771,1,NO
STAC3,NA,-0.352573412,0.386,0.386,NA,NO
SNORD116@,0.079362207,-0.35260431,0.914,0.957,1,NO
DTWD1,0.612039293,-0.352865331,0.814,0.6,1,NO
GABBR1,0.313720331,-0.352873826,0.914,0.929,1,NO
PKD1P4,0.265338282,-0.352881023,0.529,0.529,1,NO
IKBKAP,0.013163096,-0.352887278,0.943,0.929,1,NO
KIAA1324L,0.179774076,-0.352891135,0.743,0.8,1,NO
S100A6,0.784129922,-0.352931997,0.7,0.714,1,NO
CCDC159,0.698647199,-0.35305986,0.629,0.514,1,NO
BCL2L2-PABPN1,0.964109681,-0.353158052,0.457,0.414,1,NO
EI24,0.574897468,-0.353242043,0.7,0.586,1,NO
NUFIP1,0.153938061,-0.35330851,0.743,0.7,1,NO
GFM1,0.181654572,-0.353335066,0.829,0.714,1,NO
SPPL3,0.010059888,-0.353374252,0.971,0.971,1,NO
TRHDE-AS1,0.894955455,-0.353389981,0.471,0.443,1,NO
CEP135,0.229810551,-0.353475697,0.4,0.329,1,NO
ANKIB1,0.043165819,-0.353525786,0.986,0.943,1,NO
SUCLA2,0.200822205,-0.353576986,0.829,0.814,1,NO
TCEAL7,0.36128231,-0.353636955,0.8,0.7,1,NO
RASA4CP,0.719779662,-0.353636955,0.357,0.257,1,NO
TFDP2,0.06220848,-0.353710316,0.971,0.971,1,NO
YIPF3,NA,-0.353801149,0.729,0.543,NA,NO
DCLK1,0.01273675,-0.353829456,1,0.986,1,NO
YARS,0.166488772,-0.353973223,0.929,0.957,1,NO
C2orf83,NA,-0.354008066,0.257,0.229,NA,NO
TEFM,0.24429608,-0.354008066,0.586,0.429,1,NO
AGR2,0.377822648,-0.354036427,0.4,0.329,1,NO
PLEKHG7,NA,-0.354182294,0.071,0.157,NA,NO
NPM1P46,0.249437452,-0.354283468,0.243,0.243,1,NO
CCDC63,NA,-0.354283468,0.2,0.286,NA,NO
AMY2B,0.641647935,-0.3544226,0.871,0.829,1,NO
PLA2G10,0.570210992,-0.354495957,0.243,0.243,1,NO
SCN2A,0.012575698,-0.35451296,1,1,1,NO
PRKAA1,NA,-0.354584164,0.9,0.729,NA,NO
SUSD4,0.032930054,-0.354615474,0.9,0.871,1,NO
PLEKHA5,0.072370392,-0.354626104,0.986,1,1,NO
CFAP46,0.576878272,-0.354645057,0.857,0.843,1,NO
ZMYM5,0.320325804,-0.354680467,0.929,0.929,1,NO
SIRT3,0.436976684,-0.354698429,0.829,0.629,1,NO
UCN,NA,-0.354776974,0.229,0.2,NA,NO
NEMF,0.912057915,-0.354959383,0.971,0.929,1,NO
SCNN1D,0.53849892,-0.354970931,0.457,0.414,1,NO
PPP1R21,0.122591612,-0.354995699,0.886,0.8,1,NO
TMPRSS5,NA,-0.355012728,0.371,0.3,NA,NO
INHBC,NA,-0.355094959,0.071,0.1,NA,NO
GCN1L1,0.312865861,-0.355136794,0.814,0.7,1,NO
DUS3L,0.884944257,-0.35514763,0.6,0.543,1,NO
FBXO11,0.180817547,-0.355241744,0.971,0.957,1,NO
DDX54,0.265159536,-0.355312525,0.8,0.643,1,NO
FAM153A,0.466016349,-0.355369191,0.9,0.957,1,NO
COL19A1,0.195363483,-0.355371951,0.629,0.714,1,NO
TMEM8B,NA,-0.355498897,0.657,0.586,NA,NO
FARP2,0.300624988,-0.355525165,0.914,0.829,1,NO
HS2ST1,0.245706954,-0.355559861,0.971,0.943,1,NO
MRE11A,0.388325124,-0.35558939,0.643,0.657,1,NO
OPN3,NA,-0.355624926,0.871,0.843,NA,NO
HOOK2,0.495079,-0.355664555,0.843,0.757,1,NO
MAOA,NA,-0.355730405,0.514,0.471,NA,NO
LINC01063,NA,-0.355828502,0.129,0.114,NA,NO
SIK3,0.123878706,-0.355840101,0.986,0.986,1,NO
NAA16,0.146100668,-0.355843106,0.957,0.914,1,NO
SIRT5,0.176388145,-0.355894015,0.743,0.5,1,NO
TRMT61B,0.083279042,-0.355999186,0.686,0.757,1,NO
TRPC4AP,0.531439796,-0.356096993,0.986,0.986,1,NO
SORBS2,0.115419422,-0.356102749,0.986,0.986,1,NO
GLT8D2,0.649097228,-0.35614381,0.686,0.471,1,NO
CNTD1,0.188131886,-0.35614381,0.371,0.457,1,NO
NOL4L,0.639800918,-0.35618972,0.829,0.9,1,NO
DUSP10,0.745791788,-0.356193516,0.471,0.3,1,NO
PPP3CA,0.019738699,-0.356268886,0.986,0.986,1,NO
ACAD9,0.93694602,-0.356356456,0.671,0.714,1,NO
TBCEL,0.300730245,-0.356377254,0.686,0.6,1,NO
PPAP2A,0.395651048,-0.356389576,0.986,0.9,1,NO
DNAJC27,0.249539548,-0.356481947,0.714,0.657,1,NO
