gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,color
Pi4ka,2.75E-16,-0.369799812,0.991,0.953,1.11E-11,NO
Gm34035,0.002070308,-0.369805985,0.491,0.385,1,NO
Col19a1,3.28E-05,-0.369850778,0.856,0.777,1,NO
Idh3g,9.92E-15,-0.369863828,0.968,0.919,3.99E-10,NO
Mest,0.001771861,-0.369963259,0.624,0.541,1,NO
1700012D14Rik,0.038091007,-0.370159411,0.171,0.167,1,NO
Stk39,9.90E-08,-0.370396089,0.878,0.858,0.003980698,NO
Trerf1,8.02E-10,-0.370650263,0.881,0.863,3.22E-05,NO
Crtc3,1.85E-08,-0.370865938,0.896,0.806,0.000743478,NO
Mob4,3.89E-07,-0.370917605,0.923,0.8,0.015630829,NO
Csmd2,4.18E-08,-0.371114342,0.928,0.912,0.001681687,NO
Nrxn2,6.44E-12,-0.371160057,0.973,0.93,2.59E-07,NO
Klhl1,0.001102606,-0.371174573,0.586,0.574,1,NO
Gm12568,0.008937323,-0.37118321,0.209,0.158,1,NO
Fam173a,3.47E-12,-0.371256523,0.932,0.847,1.40E-07,NO
Csnk1g3,3.04E-08,-0.371360185,0.858,0.779,0.001223193,NO
Snora65,8.71E-05,-0.371396771,0.309,0.266,1,NO
Cacybp,8.25E-08,-0.371633149,0.885,0.773,0.003318309,NO
Agbl4,1.25E-08,-0.371665073,0.939,0.919,0.000501786,NO
Tubgcp4,7.79E-05,-0.371705955,0.669,0.61,1,NO
Tspyl5,0.010392961,-0.371775204,0.453,0.34,1,NO
Kdm2a,3.97E-09,-0.371817944,0.928,0.865,0.000159518,NO
Fez1,3.16E-18,-0.372061307,0.971,0.953,1.27E-13,NO
Gm30769,0.004943223,-0.372083619,0.079,0.101,1,NO
Zfp385a,7.07E-11,-0.37222937,0.928,0.827,2.84E-06,NO
Tmpo,5.57E-05,-0.372271176,0.615,0.523,1,NO
Ube3c,1.00E-09,-0.372477982,0.919,0.881,4.02E-05,NO
Pxk,5.30E-12,-0.372565461,0.971,0.912,2.13E-07,NO
Galntl6,1.96E-10,-0.372573071,0.962,0.975,7.87E-06,NO
Fam98b,0.001026181,-0.37266225,0.655,0.486,1,NO
Ccdc82,0.000109593,-0.372835076,0.736,0.658,1,NO
Qtrt1,0.000115976,-0.372848496,0.75,0.658,1,NO
Cacng7,3.83E-07,-0.372860896,0.77,0.721,0.015419851,NO
D430041D05Rik,9.16E-07,-0.372908816,0.867,0.782,0.036816616,NO
Trim28,2.03E-06,-0.373006145,0.885,0.768,0.081636396,NO
U2surp,9.09E-12,-0.373009505,0.955,0.908,3.65E-07,NO
Kctd6,3.79E-06,-0.373030767,0.757,0.608,0.152433156,NO
Clock,2.20E-11,-0.373160515,0.973,0.928,8.84E-07,NO
4930414L22Rik,0.001174213,-0.37328383,0.428,0.392,1,NO
Slc22a5,0.00655542,-0.373488491,0.475,0.417,1,NO
Gm35280,0.089899188,-0.373537406,0.273,0.252,1,NO
Ppp3cb,2.37E-12,-0.373560863,0.944,0.878,9.53E-08,NO
Dscaml1,1.52E-07,-0.373598565,0.903,0.858,0.006108339,NO
Zfp318,1.19E-06,-0.373644682,0.829,0.698,0.048030709,NO
Nup85,0.000841683,-0.373730931,0.707,0.579,1,NO
Lmtk3,2.19E-09,-0.373752084,0.867,0.813,8.80E-05,NO
Iglon5,0.021867476,-0.373810385,0.45,0.345,1,NO
Apba3,0.001603502,-0.373858483,0.491,0.432,1,NO
Asb8,0.001783728,-0.373895415,0.563,0.471,1,NO
Lphn1,5.85E-17,-0.373931687,0.973,0.921,2.35E-12,NO
Rnf215,2.01E-05,-0.373934208,0.613,0.538,0.808119369,NO
Arhgap44,8.84E-10,-0.374184451,0.905,0.815,3.56E-05,NO
Sf3b1,1.66E-18,-0.374188672,0.986,0.975,6.68E-14,NO
Snapc3,7.22E-07,-0.3742734,0.793,0.718,0.029046146,NO
Wdr7,7.19E-13,-0.374312233,0.926,0.872,2.89E-08,NO
Poglut1,0.000893543,-0.374359174,0.696,0.574,1,NO
Kcnd2,2.18E-09,-0.374777617,0.932,0.919,8.78E-05,NO
Nln,2.49E-06,-0.374946211,0.815,0.714,0.100104226,NO
Gm867,9.97E-10,-0.37500899,0.613,0.565,4.01E-05,NO
Ppm1d,0.000592337,-0.375120413,0.595,0.516,1,NO
Pcnxl2,0.000136989,-0.375233379,0.748,0.644,1,NO
Braf,5.37E-14,-0.375267826,0.975,0.95,2.16E-09,NO
Ctu2,0.000420686,-0.375274905,0.615,0.489,1,NO
Tsc2,3.77E-05,-0.375287584,0.768,0.608,1,NO
Ipo9,2.49E-08,-0.375302301,0.926,0.883,0.001002759,NO
Ctps2,1.38E-07,-0.375433585,0.872,0.822,0.005538133,NO
Wscd2,2.02E-05,-0.375591734,0.705,0.649,0.81197281,NO
Trappc2,1.05E-05,-0.375635874,0.678,0.543,0.422954579,NO
Rsbn1,1.03E-07,-0.375757512,0.842,0.75,0.004135265,NO
Thnsl1,0.048972468,-0.375768619,0.286,0.209,1,NO
Supv3l1,0.000944574,-0.37579869,0.552,0.408,1,NO
Abhd10,5.83E-05,-0.375860293,0.613,0.486,1,NO
Shc3,3.32E-06,-0.375885358,0.829,0.755,0.133697642,NO
C87436,6.29E-05,-0.375902077,0.579,0.493,1,NO
Rnmt,4.00E-08,-0.376089392,0.863,0.782,0.001608746,NO
Fam109a,0.016935798,-0.37610808,0.306,0.212,1,NO
Hiatl1,3.27E-05,-0.376139364,0.743,0.687,1,NO
0610037L13Rik,1.02E-06,-0.376362349,0.813,0.671,0.04083326,NO
Bud13,0.002368618,-0.376364669,0.468,0.354,1,NO
Paqr3,0.000500839,-0.376452265,0.653,0.502,1,NO
8030462N17Rik,2.36E-08,-0.376513233,0.849,0.766,0.000947525,NO
Unk,0.000688405,-0.376620647,0.718,0.61,1,NO
Scfd1,2.17E-10,-0.376792795,0.847,0.759,8.71E-06,NO
Tigd2,0.001802267,-0.376880992,0.518,0.459,1,NO
Tmx4,3.95E-14,-0.376958242,0.968,0.953,1.59E-09,NO
Ylpm1,3.06E-11,-0.376966522,0.944,0.926,1.23E-06,NO
Cds2,1.93E-12,-0.37708079,0.953,0.878,7.74E-08,NO
Epc1,8.83E-09,-0.377222826,0.901,0.838,0.000355276,NO
Prps1,0.000119786,-0.377290961,0.624,0.523,1,NO
Rbp4,0.002843029,-0.377332725,0.583,0.505,1,NO
Tceal1,0.000374514,-0.377474086,0.518,0.408,1,NO
Armcx2,0.000363053,-0.377596005,0.574,0.457,1,NO
Noc3l,0.000407991,-0.377644358,0.604,0.455,1,NO
Rell2,8.92E-06,-0.377695138,0.658,0.547,0.358797329,NO
Tsta3,0.000119657,-0.377735907,0.698,0.583,1,NO
Camkv,2.16E-09,-0.377742306,0.894,0.77,8.68E-05,NO
Actn1,1.65E-05,-0.37786129,0.705,0.615,0.664478331,NO
Zc3h15,1.10E-10,-0.377862448,0.937,0.867,4.43E-06,NO
Ndor1,3.91E-05,-0.377932044,0.682,0.586,1,NO
Pkia,6.50E-10,-0.377992344,0.901,0.872,2.61E-05,NO
Lonp2,3.29E-09,-0.378080994,0.91,0.82,0.000132448,NO
Arhgap26,1.32E-11,-0.378238193,0.946,0.912,5.30E-07,NO
Fam184a,1.18E-06,-0.378288972,0.743,0.631,0.047380394,NO
Gm31329,0.008458013,-0.37831237,0.439,0.387,1,NO
Cdh2,2.83E-05,-0.378351729,0.885,0.822,1,NO
Ttc27,0.000764017,-0.378399307,0.642,0.538,1,NO
Fam160b2,6.59E-05,-0.378400651,0.723,0.653,1,NO
Cbr1,1.28E-08,-0.378416479,0.815,0.671,0.000515193,NO
Clcn4-2,5.53E-12,-0.37856043,0.964,0.926,2.23E-07,NO
Pde12,0.000796485,-0.378591748,0.491,0.333,1,NO
Nudcd3,6.46E-12,-0.378676836,0.946,0.908,2.60E-07,NO
Zfp738,0.000509806,-0.378770732,0.484,0.381,1,NO
Stim2,1.10E-05,-0.37878681,0.752,0.651,0.442334989,NO
Cdkl1,0.00249058,-0.378790432,0.43,0.372,1,NO
Tuba8,0.029142122,-0.378806482,0.313,0.318,1,NO
Srbd1,0.011076182,-0.379101803,0.57,0.444,1,NO
Lrrc38,0.098504453,-0.379160463,0.25,0.223,1,NO
Trp53bp1,4.03E-10,-0.37916717,0.935,0.878,1.62E-05,NO
Rab34,7.83E-05,-0.379328428,0.651,0.59,1,NO
Kcnk3,3.26E-05,-0.379403813,0.7,0.608,1,NO
Acn9,0.000171253,-0.379451144,0.583,0.525,1,NO
Dhx32,4.20E-06,-0.379451619,0.768,0.687,0.169073868,NO
Selt,9.92E-06,-0.37948985,0.791,0.655,0.398918063,NO
Stx17,0.000647706,-0.37960316,0.52,0.428,1,NO
Ambra1,3.28E-13,-0.379626887,0.959,0.935,1.32E-08,NO
Mettl15,0.000489877,-0.37963455,0.529,0.45,1,NO
Cep164,1.93E-07,-0.379682996,0.77,0.723,0.007776915,NO
Pcmtd1,1.43E-08,-0.379798282,0.923,0.829,0.000574062,NO
Myo19,0.0289587,-0.379801189,0.426,0.358,1,NO
Adck5,0.000247251,-0.379813976,0.624,0.57,1,NO
Ctnnal1,3.56E-05,-0.3799195,0.734,0.642,1,NO
Eya4,0.003824412,-0.380139379,0.667,0.471,1,NO
Ypel2,2.03E-05,-0.380275739,0.651,0.52,0.816915953,NO
Ola1,7.55E-07,-0.380400913,0.896,0.779,0.030341388,NO
Pde2a,1.47E-08,-0.380665569,0.93,0.863,0.000593071,NO
Gm1673,2.19E-10,-0.380706966,0.878,0.8,8.82E-06,NO
Spock1,1.26E-10,-0.380729065,0.901,0.878,5.07E-06,NO
Daam1,5.54E-11,-0.380806976,0.955,0.923,2.23E-06,NO
Abcf3,2.59E-06,-0.380886204,0.811,0.739,0.104251366,NO
Serinc5,0.002089816,-0.381180207,0.644,0.55,1,NO
Atn1,3.47E-06,-0.381427161,0.795,0.685,0.139537547,NO
Wdr18,2.71E-06,-0.381461295,0.827,0.712,0.109177513,NO
Ago3,1.86E-09,-0.381603538,0.939,0.901,7.47E-05,NO
Tdrd3,3.50E-06,-0.381726891,0.795,0.667,0.140726833,NO
Heatr3,1.64E-06,-0.381859465,0.901,0.757,0.065892568,NO
Lrrc7,1.77E-10,-0.381896942,0.968,0.948,7.13E-06,NO
Zfp800,2.80E-07,-0.381916729,0.815,0.732,0.011247916,NO
Klhl3,0.000950058,-0.381919171,0.581,0.484,1,NO
Myo16,1.43E-06,-0.3819209,0.876,0.806,0.057647602,NO
Tmem107,0.002001731,-0.38211386,0.358,0.302,1,NO
Tmem132c,0.001578226,-0.3821645,0.525,0.5,1,NO
Slk,5.53E-08,-0.382285227,0.804,0.741,0.002224483,NO
Tmem127,0.00055277,-0.382414797,0.745,0.622,1,NO
Safb,3.69E-10,-0.382519305,0.932,0.854,1.48E-05,NO
Pclo,4.26E-19,-0.382645736,0.993,0.984,1.71E-14,NO
Endog,0.000998231,-0.38266558,0.412,0.311,1,NO
Zfp60,0.001294546,-0.382718676,0.59,0.482,1,NO
Synj2bp,7.14E-10,-0.38289034,0.928,0.872,2.87E-05,NO
Tpra1,0.000122343,-0.382964057,0.649,0.556,1,NO
Spats2l,1.33E-06,-0.383083956,0.768,0.66,0.053458703,NO
B3glct,8.15E-05,-0.383110168,0.55,0.511,1,NO
Akap9,1.68E-13,-0.38318004,0.964,0.941,6.77E-09,NO
Mtcp1,0.00155496,-0.383250136,0.529,0.459,1,NO
Pdss2,4.84E-09,-0.38334248,0.937,0.842,0.000194512,NO
Rabgap1,3.48E-14,-0.383747648,0.966,0.962,1.40E-09,NO
Mlh3,0.0076295,-0.383814431,0.509,0.324,1,NO
Celsr2,2.11E-07,-0.383937601,0.8,0.673,0.008465948,NO
Ehmt1,9.99E-10,-0.383979413,0.926,0.91,4.02E-05,NO
Carf,0.004998763,-0.383985869,0.565,0.538,1,NO
Cabp1,2.58E-09,-0.384252642,0.892,0.827,0.000103843,NO
Gm6197,0.002379281,-0.384322205,0.122,0.185,1,NO
Wdpcp,7.24E-05,-0.384441456,0.703,0.667,1,NO
Armc8,3.55E-09,-0.384456068,0.883,0.773,0.000142722,NO
Cnnm4,0.000545266,-0.38447175,0.453,0.363,1,NO
Tubb2a,1.23E-19,-0.384617089,0.989,0.977,4.94E-15,NO
Chkb,1.82E-09,-0.384658733,0.867,0.82,7.34E-05,NO
Adprhl2,0.000841268,-0.384712265,0.55,0.43,1,NO
Rab36,0.00418905,-0.384849263,0.534,0.464,1,NO
Chac2,0.012212264,-0.384854969,0.376,0.318,1,NO
B3gntl1,0.00156323,-0.384936777,0.505,0.446,1,NO
Hid1,2.86E-07,-0.384998896,0.813,0.727,0.011508571,NO
Oprm1,0.011584524,-0.385130708,0.394,0.392,1,NO
Hgsnat,3.16E-05,-0.385159109,0.736,0.644,1,NO
1110051M20Rik,5.43E-14,-0.385199159,0.977,0.937,2.18E-09,NO
Mapk8,3.47E-12,-0.385242667,0.919,0.867,1.39E-07,NO
Usp37,1.12E-06,-0.385397673,0.809,0.707,0.044910068,NO
Dok4,0.068771395,-0.385468757,0.236,0.187,1,NO
01-Mar,4.86E-05,-0.385482957,0.856,0.782,1,NO
Ppapdc2,0.006572897,-0.385491875,0.41,0.324,1,NO
Agap1,3.42E-10,-0.385539718,0.928,0.887,1.37E-05,NO
U2af1,1.64E-08,-0.385812846,0.935,0.804,0.000657815,NO
Zfp239,0.004240079,-0.385868043,0.547,0.455,1,NO
Ist1,1.47E-11,-0.385964525,0.932,0.872,5.91E-07,NO
Nup88,3.05E-07,-0.385996226,0.863,0.782,0.012253623,NO
Bcorl1,0.001962757,-0.386058432,0.536,0.473,1,NO
2610044O15Rik8,0.008567253,-0.386086623,0.432,0.342,1,NO
2810403A07Rik,1.04E-09,-0.386093369,0.892,0.851,4.20E-05,NO
Gm27042,0.024428012,-0.386278506,0.218,0.196,1,NO
Got2,1.40E-08,-0.3864642,0.883,0.797,0.000561466,NO
Gpr158,2.71E-11,-0.386476411,0.944,0.896,1.09E-06,NO
Csnk2a1,1.46E-08,-0.386554085,0.883,0.786,0.000585792,NO
Fktn,2.32E-06,-0.386566132,0.782,0.714,0.093129472,NO
Chka,5.83E-12,-0.386568887,0.946,0.908,2.34E-07,NO
Scly,0.001114282,-0.386610726,0.538,0.41,1,NO
Gm34258,0.022076333,-0.386639504,0.117,0.119,1,NO
Wdr4,0.007161635,-0.386663067,0.486,0.376,1,NO
Fam122a,0.000141528,-0.386828355,0.64,0.498,1,NO
Usp7,2.55E-09,-0.387247654,0.939,0.863,0.000102622,NO
Dxo,0.011893428,-0.387291954,0.441,0.306,1,NO
Jakmip2,6.51E-12,-0.387450409,0.964,0.962,2.62E-07,NO
Gskip,0.00011911,-0.3874881,0.669,0.554,1,NO
Caml,6.21E-07,-0.387565172,0.827,0.739,0.024990842,NO
Ptprr,9.20E-07,-0.387598822,0.764,0.694,0.036982958,NO
Whsc1l1,1.48E-12,-0.387661421,0.962,0.912,5.95E-08,NO
Col9a2,0.064506609,-0.387885893,0.232,0.207,1,NO
Dzank1,4.61E-10,-0.387894329,0.926,0.885,1.85E-05,NO
Zfp664,7.35E-08,-0.387921034,0.836,0.716,0.002956821,NO
Epb4.1l1,1.89E-18,-0.387966321,0.971,0.946,7.59E-14,NO
Cntn2,0.001067606,-0.38802344,0.622,0.559,1,NO
Ptpn9,7.57E-08,-0.388130082,0.885,0.845,0.003042566,NO
Slc22a15,0.021059948,-0.388288728,0.297,0.284,1,NO
Mtm1,0.00116679,-0.388423507,0.502,0.432,1,NO
Carm1,7.84E-06,-0.388676205,0.764,0.646,0.315194231,NO
Pkd1,1.13E-07,-0.38886579,0.876,0.831,0.004537421,NO
Igsf9b,3.44E-05,-0.388870622,0.698,0.615,1,NO
Upf2,3.70E-09,-0.388893995,0.921,0.865,0.000148981,NO
L3mbtl2,0.001374755,-0.389014745,0.61,0.547,1,NO
Akap11,1.34E-06,-0.389036484,0.896,0.84,0.053817384,NO
Slc38a9,1.74E-07,-0.389178474,0.851,0.764,0.006989263,NO
Tbc1d30,1.63E-17,-0.389258816,0.998,1,6.55E-13,NO
Armcx3,1.17E-05,-0.389385316,0.721,0.604,0.472207259,NO
Zfp867,0.021330803,-0.389586252,0.378,0.318,1,NO
Scai,2.89E-09,-0.389621134,0.863,0.845,0.000116371,NO
Gpaa1,1.39E-05,-0.389627987,0.7,0.581,0.560932488,NO
Kdm4b,2.94E-06,-0.389652181,0.806,0.718,0.118272144,NO
Rims3,9.10E-06,-0.389909236,0.721,0.628,0.36586611,NO
Vps13c,1.13E-07,-0.390141771,0.854,0.809,0.004554993,NO
Slitrk1,0.023157747,-0.390146324,0.329,0.311,1,NO
Ift122,0.003232423,-0.390275039,0.482,0.399,1,NO
Dtymk,5.96E-06,-0.390594116,0.748,0.649,0.239837498,NO
Ankrd26,4.55E-05,-0.390767754,0.642,0.527,1,NO
Mrap2,0.017628679,-0.390845898,0.302,0.243,1,NO
Cstf1,0.003157308,-0.390992837,0.435,0.336,1,NO
Gm26536,0.04303109,-0.391042018,0.128,0.099,1,NO
Tnrc18,2.20E-07,-0.391060027,0.883,0.809,0.008847723,NO
Mbd1,6.68E-05,-0.391103303,0.664,0.545,1,NO
Noxred1,0.026433187,-0.391140967,0.205,0.162,1,NO
Zhx3,3.84E-07,-0.39132805,0.831,0.755,0.015429209,NO
Stau2,4.35E-17,-0.391372749,0.971,0.93,1.75E-12,NO
Xrn2,1.88E-10,-0.391550895,0.905,0.845,7.54E-06,NO
Lin7a,0.000957592,-0.391739026,0.543,0.55,1,NO
Tomm20l,0.06425397,-0.391800791,0.106,0.113,1,NO
Sclt1,2.03E-08,-0.392227359,0.869,0.786,0.000817422,NO
Vdac3,6.17E-16,-0.392231497,0.959,0.89,2.48E-11,NO
Zfyve26,0.00562891,-0.392370495,0.563,0.45,1,NO
Ercc4,0.000163348,-0.392461859,0.604,0.516,1,NO
Scamp5,6.15E-14,-0.392564922,0.971,0.93,2.47E-09,NO
Mettl1,0.004460203,-0.392569171,0.369,0.318,1,NO
Abca8b,0.006808535,-0.392580652,0.637,0.527,1,NO
Wbp5,3.22E-13,-0.392661601,0.944,0.892,1.29E-08,NO
1810055G02Rik,0.008019259,-0.392730957,0.498,0.428,1,NO
Nsun7,0.003551557,-0.392788881,0.498,0.428,1,NO
Ddx27,5.74E-07,-0.392921693,0.795,0.705,0.023067421,NO
Mtmr11,0.019990542,-0.392963046,0.327,0.264,1,NO
Chn1,2.29E-16,-0.39312994,0.975,0.955,9.23E-12,NO
Esco1,2.93E-09,-0.3931824,0.818,0.757,0.000117663,NO
Emc4,1.15E-09,-0.393204416,0.917,0.82,4.64E-05,NO
Dhtkd1,0.000465541,-0.393424576,0.435,0.426,1,NO
Fdxr,0.000884603,-0.393468941,0.606,0.493,1,NO
Slc5a5,0.01237038,-0.39354075,0.329,0.295,1,NO
Ttbk1,1.31E-08,-0.393656417,0.908,0.815,0.000526569,NO
Fam222a,0.001551011,-0.393683317,0.39,0.367,1,NO
Ralgps1,5.96E-11,-0.393821593,0.939,0.869,2.40E-06,NO
Zc3h7b,1.23E-06,-0.393917212,0.811,0.736,0.049466331,NO
Papolg,0.00134641,-0.394075066,0.502,0.455,1,NO
Agtpbp1,4.31E-13,-0.394187197,0.95,0.901,1.73E-08,NO
Kcnab2,2.22E-08,-0.394285361,0.858,0.782,0.000893521,NO
Mtf2,7.75E-09,-0.394403729,0.919,0.833,0.000311602,NO
Hes1,0.002609867,-0.394537047,0.394,0.218,1,NO
Lrpprc,4.36E-08,-0.394607191,0.874,0.811,0.001752404,NO
Snhg7,0.00446235,-0.394642107,0.482,0.392,1,NO
Thyn1,0.000944984,-0.3947376,0.561,0.448,1,NO
Usp29,2.68E-09,-0.394881545,0.946,0.914,0.000107716,NO
Ccdc6,0.000122337,-0.394906544,0.601,0.532,1,NO
Ptar1,0.011620666,-0.394927062,0.412,0.329,1,NO
Rasal2,5.26E-14,-0.394939825,0.973,0.923,2.11E-09,NO
Cenpj,0.070609849,-0.395019606,0.14,0.09,1,NO
Srcin1,2.01E-11,-0.395159124,0.937,0.917,8.07E-07,NO
Glis2,0.000582606,-0.395291653,0.502,0.448,1,NO
Npat,3.66E-06,-0.395341489,0.775,0.685,0.147032199,NO
Slc7a6os,3.10E-07,-0.395396675,0.82,0.764,0.012465715,NO
Intu,0.018598673,-0.39546995,0.405,0.311,1,NO
Hdac6,8.34E-05,-0.395640844,0.703,0.631,1,NO
D930015M05Rik,0.000877889,-0.395641901,0.212,0.252,1,NO
Fam160b1,0.000136423,-0.395725053,0.637,0.536,1,NO
Eny2,6.29E-07,-0.395779553,0.86,0.734,0.025297642,NO
Foxred1,0.000178683,-0.395795449,0.649,0.574,1,NO
Klhl20,0.000705658,-0.395815238,0.498,0.408,1,NO
Ap2a2,2.93E-12,-0.395908764,0.971,0.905,1.18E-07,NO
Wdr82,0.000127676,-0.396003723,0.691,0.525,1,NO
Kcna2,3.71E-07,-0.396045189,0.899,0.804,0.014902812,NO
Klhl32,3.06E-08,-0.39609288,0.872,0.804,0.001231195,NO
1700030K09Rik,0.002950439,-0.396371492,0.444,0.401,1,NO
Dcaf6,2.68E-10,-0.396401467,0.91,0.869,1.08E-05,NO
Kdsr,3.25E-05,-0.396583696,0.707,0.599,1,NO
Gabarapl1,6.58E-15,-0.396595764,0.984,0.948,2.64E-10,NO
Tmem132b,9.57E-13,-0.396717207,0.941,0.921,3.85E-08,NO
Smyd4,2.77E-05,-0.396797966,0.714,0.649,1,NO
Gbf1,3.10E-13,-0.396838067,0.971,0.935,1.25E-08,NO
Gpr45,1.40E-05,-0.397026367,0.671,0.568,0.564172668,NO
Mcoln1,6.11E-05,-0.397084537,0.748,0.662,1,NO
Sgpp2,0.003785385,-0.397173197,0.322,0.304,1,NO
Morf4l2,7.74E-15,-0.397223239,0.955,0.905,3.11E-10,NO
Ift80,0.003840072,-0.397237471,0.599,0.444,1,NO
Lrig2,5.24E-09,-0.397414508,0.89,0.833,0.000210738,NO
Mtss1,5.15E-09,-0.397454893,0.917,0.851,0.00020713,NO
Exoc1,2.71E-07,-0.397508197,0.881,0.838,0.010882168,NO
Fbxo44,6.77E-09,-0.397536318,0.887,0.788,0.000272367,NO
Slc25a36,8.65E-08,-0.397567499,0.858,0.815,0.00347939,NO
Rbfox2,1.13E-15,-0.397683057,0.964,0.93,4.54E-11,NO
Luc7l3,3.20E-18,-0.397713634,0.991,0.946,1.29E-13,NO
Bzrap1,2.95E-11,-0.397833745,0.926,0.876,1.18E-06,NO
Uqcc1,4.60E-07,-0.397881923,0.833,0.743,0.018478305,NO
B230217O12Rik,0.067293196,-0.397953269,0.412,0.333,1,NO
Pik3c3,0.000138731,-0.397961463,0.622,0.574,1,NO
Faf2,2.80E-08,-0.397967083,0.878,0.77,0.001126702,NO
Fam120b,7.31E-08,-0.39798874,0.867,0.788,0.002940677,NO
Arg2,0.021586043,-0.398027255,0.32,0.282,1,NO
Tspyl2,2.30E-10,-0.398151413,0.899,0.815,9.26E-06,NO
Phf6,2.77E-05,-0.398226529,0.66,0.608,1,NO
Gm35855,0.021697833,-0.398261787,0.164,0.144,1,NO
D630045J12Rik,1.27E-05,-0.39843426,0.768,0.649,0.510652112,NO
Klhdc2,1.81E-10,-0.398440554,0.926,0.867,7.26E-06,NO
Osbpl10,9.83E-07,-0.398575629,0.773,0.723,0.03954262,NO
Klhl28,0.000614109,-0.398726563,0.455,0.358,1,NO
Gm16973,0.004326548,-0.398927779,0.342,0.309,1,NO
Rpl30-ps9,5.94E-05,-0.399016858,0.32,0.252,1,NO
Glg1,1.75E-13,-0.399058154,0.964,0.923,7.04E-09,NO
Rbms3,4.58E-16,-0.399116496,0.973,0.977,1.84E-11,NO
Tmem245,0.006328174,-0.399134272,0.534,0.444,1,NO
Itsn1,1.96E-13,-0.39915206,0.971,0.919,7.86E-09,NO
Gm16150,0.000594613,-0.399381102,0.383,0.365,1,NO
Stat2,0.000118034,-0.399639493,0.559,0.477,1,NO
Bahcc1,0.011621697,-0.399930607,0.437,0.378,1,NO
Dok5,1.30E-05,-0.400038827,0.709,0.631,0.523818035,NO
Zswim5,2.93E-08,-0.400040141,0.872,0.851,0.001179051,NO
6330409D20Rik,0.042060101,-0.400087158,0.122,0.106,1,NO
Ube2b,8.79E-25,-0.40020783,0.991,0.964,3.53E-20,NO
2310022A10Rik,0.00013021,-0.400241978,0.536,0.459,1,NO
06-Mar,1.94E-09,-0.400247432,0.905,0.856,7.81E-05,NO
Cep57,0.000348192,-0.400263809,0.592,0.518,1,NO
Plxna3,0.042476747,-0.400283733,0.441,0.376,1,NO
Alkbh3,1.10E-05,-0.400301968,0.653,0.516,0.442927365,NO
Actr5,0.000296743,-0.400331341,0.565,0.466,1,NO
Inpp1,5.13E-05,-0.400513601,0.646,0.568,1,NO
Mir99ahg,1.49E-07,-0.40065741,0.863,0.802,0.005979425,NO
Mdm4,1.61E-09,-0.400688526,0.91,0.856,6.49E-05,NO
2510002D24Rik,0.001138293,-0.400721249,0.651,0.495,1,NO
Mast2,3.42E-13,-0.400942488,0.968,0.921,1.38E-08,NO
Flt3,0.000234319,-0.400957713,0.624,0.579,1,NO
Aig1,5.10E-14,-0.400978653,0.959,0.919,2.05E-09,NO
Gm10277,0.001851574,-0.401009688,0.347,0.293,1,NO
Zfp385b,3.25E-09,-0.401034517,0.917,0.899,0.000130642,NO
Snx19,0.000176963,-0.401038755,0.606,0.52,1,NO
Inpp5b,1.62E-07,-0.401216262,0.863,0.797,0.006496417,NO
Atp5sl,8.01E-05,-0.401297907,0.66,0.556,1,NO
Aimp2,0.001755831,-0.40134331,0.588,0.455,1,NO
Armcx5,7.85E-05,-0.401381941,0.669,0.579,1,NO
Galnt11,2.47E-06,-0.401575127,0.775,0.7,0.099365225,NO
Kirrel3,0.001144158,-0.401633631,0.707,0.61,1,NO
Atm,0.004125135,-0.401673689,0.577,0.484,1,NO
Them6,0.000574239,-0.401785362,0.295,0.34,1,NO
Gys1,6.61E-05,-0.401801194,0.68,0.556,1,NO
Akap6,2.12E-13,-0.40181433,0.971,0.95,8.51E-09,NO
2410089E03Rik,1.88E-10,-0.401913926,0.944,0.917,7.55E-06,NO
AI846148,1.44E-05,-0.401991435,0.764,0.678,0.580981733,NO
A330008L17Rik,0.002644912,-0.402176207,0.572,0.541,1,NO
Apbb1,1.99E-11,-0.402332564,0.968,0.887,7.99E-07,NO
Cox11,1.12E-08,-0.402366502,0.784,0.716,0.000450732,NO
Zcchc14,6.96E-08,-0.40237561,0.867,0.766,0.002799401,NO
Crhr2,0.176892651,-0.402387407,0.176,0.137,1,NO
Cntnap5a,9.60E-08,-0.402408237,0.966,0.944,0.003860078,NO
Tulp3,2.35E-06,-0.402516064,0.718,0.655,0.09469997,NO
Clk2,3.80E-05,-0.402520546,0.667,0.59,1,NO
Stxbp6,0.000647312,-0.402571771,0.721,0.583,1,NO
Ttll7,5.07E-13,-0.402940375,0.955,0.899,2.04E-08,NO
Mtmr7,1.25E-09,-0.403002625,0.849,0.761,5.02E-05,NO
Iqsec1,3.27E-13,-0.403059935,0.98,0.962,1.32E-08,NO
Zkscan3,4.90E-07,-0.403124884,0.827,0.725,0.019714646,NO
Wwox,5.98E-12,-0.403172722,0.973,0.944,2.41E-07,NO
Dennd1b,9.49E-09,-0.403184603,0.908,0.818,0.000381734,NO
Pik3r3,2.08E-07,-0.403283393,0.829,0.786,0.008368992,NO
Tmem209,0.007307556,-0.403403393,0.327,0.279,1,NO
Cacna1d,1.30E-11,-0.403439764,0.948,0.935,5.22E-07,NO
Alg1,0.003054589,-0.403451947,0.473,0.351,1,NO
Apip,5.06E-05,-0.403573431,0.66,0.48,1,NO
