"","sample_id","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","GABAergic","Astro","Endo","Glutamatergic","Microglia","Oligo","Peri","SMC","VLMC"
"2362","SM-GE672_S032_E1-50","GABAergic","Sst_on",153.091859085089,0.695245065468923,NA,0.347076881640874,-Inf,0.0228334308286676,NA,0.0163699787614366,0.0705818295687384,0.0510042109568501,NA,NA,0.0441673838515185
"2363","SM-GE672_S033_E1-50","GABAergic","Lamp5_on",206.635112696739,0.938404192839375,NA,0.245938902541355,-Inf,0.29458188585226,NA,0.0947169368830707,0.400342322909514,0.0567048495813887,NA,NA,0.026927941370031
"2364","SM-GE672_S036_E1-50","GABAergic","Pvalb_on",188.790852242918,0.857367003131163,NA,0.443607267068089,-Inf,0.0868707571666161,NA,-0.0628287295407968,0.0213030701357924,0.0305110215654039,NA,NA,0.0301389922015325
"2365","SM-GE672_S044_E1-50","GABAergic","Vip_on",206.304371832937,0.936902179898375,NA,0.433937103287057,-Inf,0.0107756589076799,NA,-0.00491997950800679,0.00276268023258275,0.0356761713327962,NA,NA,-0.021535048754081
"2366","SM-GE672_S046_E1-50","GABAergic","Vip_on",200.27715384829,0.909530420306626,NA,0.388992526633024,-Inf,0.0072373828835769,NA,-0.0769299901413484,0.0791969268624539,0.00181255796269226,NA,NA,-0.00572007121571981
"2367","SM-GE672_S058_E1-50","GABAergic","Sst_on",148.615687894846,0.674917165926721,NA,0.287866576221445,-Inf,0.322555625985031,NA,0.0701185426369805,0.121669464415802,0.113891007298992,NA,NA,0.00611266913953886
"2368","SM-GE672_S075_E1-50","GABAergic","Lamp5_on",147.084131289219,0.667961817817994,NA,0.371778434810958,-Inf,-0.0157696986703457,NA,0.0138405049350325,0.0159652617641266,-0.0182861946121053,NA,NA,0.0187991769666127
"2369","SM-GE672_S085_E1-50","GABAergic","Pvalb_on",180.959170394945,0.821800525647212,NA,0.412905613077425,-Inf,0.0479363074032655,NA,0.425140698745922,0.0569405936201342,0.0553235497352431,NA,NA,0.012499367794896
"2370","SM-GE672_S086_E1-50","GABAergic","Lamp5_on",212.111893340029,0.963276218952708,NA,0.418685407384093,-Inf,-0.0169485591787377,NA,0.126491936928644,0.131878346978418,0.0340661186039019,NA,NA,-0.0208020984111049
"2371","SM-GE672_S087_E1-50","GABAergic","Lamp5_on",137.070247350728,0.622485177609812,NA,0.317320978742853,-Inf,0.184266678106048,NA,0.222597099062208,0.035748459352311,0.0651114825020168,NA,NA,-0.00443410865106852
"2372","SM-GE672_S096_E1-50","GABAergic","Vip_on",122.649963099275,0.556997492448777,NA,0.227840150401059,-Inf,0.170000933406657,NA,0.488150263206404,0.269359648124631,0.0457051315637428,NA,NA,-0.0135213999509732
"2373","SM-GE672_S154_E1-50","GABAergic","Vip_on",170.402451717914,0.773858678108017,NA,0.342886241310659,-Inf,0.0602251513301142,NA,0.0148748962996692,0.100010854119658,0.026305768317572,NA,NA,0.00531625055914347
"2374","SM-GE672_S156_E1-50","GABAergic","Lamp5_on",200.409874417173,0.910133152033534,NA,0.47466674520532,-Inf,0.0235558131407432,NA,0.131965914891543,0.00781099167027744,0.0477371492529083,NA,NA,-0.0146919972384701
